seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	217311340	217311459	120	*	X01163	2104	216676588	217311097	634510	-	242	upstream	242	ESRRG
chr1	217311955	217312029	75	*	X01164	2104	216676588	217311097	634510	-	857	upstream	857	ESRRG
chr1	217312039	217312143	105	*	X01165	2104	216676588	217311097	634510	-	941	upstream	941	ESRRG
chr1	223538444	223538578	135	*	X01173	55061	223394161	223537544	143384	-	899	upstream	899	SUSD4
chr1	226411116	226411205	90	*	X01185	83881	226411383	226413513	2131	+	177	upstream	177	MIXL1
chr1	226735884	226736003	120	*	X01186	375057	226736501	226796915	60415	+	497	upstream	497	STUM
chr1	226736334	226736468	135	*	X01187	375057	226736501	226796915	60415	+	32	upstream	32	STUM
chr1	226926506	226926655	150	*	X01190	3707	226819391	226926876	107486	-	0	inside	220	ITPKB
chr1	226927092	226927198	107	*	X01191	3707	226819391	226926876	107486	-	215	upstream	215	ITPKB
chr1	228136021	228136130	110	*	X01194	7483	228109165	228135676	26512	-	344	upstream	344	WNT9A
chr1	228137181	228137285	105	*	X01195	7483	228109165	228135676	26512	-	1504	upstream	1504	WNT9A
chr1	228137397	228137533	137	*	X01196	7483	228109165	228135676	26512	-	1720	upstream	1720	WNT9A
chr1	228194110	228194244	135	*	X01199	89780	228194723	228248972	54250	+	478	upstream	478	WNT3A
chr1	228194500	228194544	45	*	X01200	89780	228194723	228248972	54250	+	178	upstream	178	WNT3A
chr1	228604743	228605035	293	*	X01222	51127	228595636	228604583	8948	-	159	upstream	159	TRIM17
chr1	228605306	228605410	105	*	X01223	51127	228595636	228604583	8948	-	722	upstream	722	TRIM17
chr1	229570905	229571009	105	*	X01239	58	229566993	229569843	2851	-	1061	upstream	1061	ACTA1
chr1	231155853	231155972	120	*	X01244	100302132	231155574	231155670	97	-	182	upstream	182	MIR1182
chr1	231176050	231176683	634	*	X01246	375061	231154704	231175995	21292	-	54	upstream	54	FAM89A
chr1	231177584	231177688	105	*	X01247	375061	231154704	231175995	21292	-	1588	upstream	1588	FAM89A
chr1	231296928	231296970	43	*	X01250	440730	231298674	231357314	58641	+	1703	upstream	1703	TRIM67
chr1	231297540	231297689	150	*	X01251	440730	231298674	231357314	58641	+	984	upstream	984	TRIM67
chr1	231761426	231761515	90	*	X01261	27185	231762561	232177019	414459	+	1045	upstream	1045	DISC1
chr1	231762049	231762183	135	*	X01262	27185	231762561	232177019	414459	+	377	upstream	377	DISC1
chr1	235814633	235814737	105	*	X01267	2786	235710985	235814054	103070	-	578	upstream	578	GNG4
chr1	236305429	236305466	38	*	X01271	7107	236305832	236372209	66378	+	365	upstream	365	GPR137B
chr1	241520809	241520913	105	*	X01281	6000	240931554	241520478	588925	-	330	upstream	330	RGS7
chr1	244080371	244080505	135	*	X01284	339529	244080704	244210619	129916	+	198	upstream	198	LINC02774
chr1	245317813	245317993	181	*	X01288	55083	245318287	245866428	548142	+	293	upstream	293	KIF26B
chr1	247276226	247276360	135	*	X01292	388759	247273462	247275719	2258	-	506	upstream	506	C1orf229
chr10	3108600	3108764	165	*	X01298	5214	3109712	3178997	69286	+	947	upstream	947	PFKP
chr10	3109095	3109184	90	*	X01299	5214	3109712	3178997	69286	+	527	upstream	527	PFKP
chr10	7453414	7453533	120	*	X01311	57713	7200586	7453448	252863	-	0	overlapStart	0	SFMBT2
chr10	7455228	7455362	135	*	X01312	57713	7200586	7453448	252863	-	1779	upstream	1779	SFMBT2
chr10	7708740	7708899	160	*	X01313	80760	7601232	7708961	107730	-	0	inside	61	ITIH5
chr10	8094843	8094947	105	*	X01323	2625	8096667	8117164	20498	+	1719	upstream	1719	GATA3
chr10	12390804	12390833	30	*	X01332	57118	12391583	12871733	480151	+	749	upstream	749	CAMK1D
chr10	12390879	12390890	12	*	X01333	57118	12391583	12871733	480151	+	692	upstream	692	CAMK1D
chr10	15761404	15761523	120	*	X01338	8516	15559088	15761770	202683	-	0	inside	246	ITGA8
chr10	15761842	15761976	135	*	X01339	8516	15559088	15761770	202683	-	71	upstream	71	ITGA8
chr10	17270149	17270283	135	*	X01341	7431	17270258	17279592	9335	+	0	overlapStart	0	VIM
chr10	17270465	17270809	345	*	X01342	7431	17270258	17279592	9335	+	0	inside	206	VIM
chr10	21462290	21462450	161	*	X01344	100128511	21462919	21463852	934	+	468	upstream	468	NEBL-AS1
chr10	23217181	23217300	120	*	X01357	219681	23216954	23326514	109561	+	0	inside	226	ARMC3
chr10	23480986	23481091	106	*	X01366	256297	23481460	23483181	1722	+	368	upstream	368	PTF1A
chr10	25464239	25464358	120	*	X01371	57512	25464290	25891157	426868	+	0	overlapStart	0	GPR158
chr10	25465261	25465395	135	*	X01372	100128811	25447001	25465205	18205	-	55	upstream	55	GPR158-AS1
chr10	26504882	26505016	135	*	X01375	2572	26505236	26593491	88256	+	219	upstream	219	GAD2
chr10	26505328	26505346	19	*	X01376	2572	26505236	26593491	88256	+	0	inside	91	GAD2
chr10	26726992	26727115	124	*	X01378	54518	26727266	26856732	129467	+	150	upstream	150	APBB1IP
chr10	26727442	26727561	120	*	X01379	54518	26727266	26856732	129467	+	0	inside	175	APBB1IP
chr10	31609410	31609513	104	*	X01390	220930	31605457	31608024	2568	-	1385	upstream	1385	ZEB1-AS1
chr10	31609965	31610084	120	*	X01391	220930	31605457	31608024	2568	-	1940	upstream	1940	ZEB1-AS1
chr10	33624725	33624885	161	*	X01392	8829	33466419	33624006	157588	-	718	upstream	718	NRP1
chr10	33625190	33625384	195	*	X01393	8829	33466419	33624006	157588	-	1183	upstream	1183	NRP1
chr10	43572160	43572270	111	*	X01400	5979	43572517	43625797	53281	+	246	upstream	246	RET
chr10	43762603	43762752	150	*	X01407	221002	43689984	43762367	72384	-	235	upstream	235	RASGEF1A
chr10	43763728	43763892	165	*	X01408	221002	43689984	43762367	72384	-	1360	upstream	1360	RASGEF1A
chr10	44788198	44788302	105	*	X01414	100130539	44788198	44790097	1900	+	0	inside	0	LINC02881
chr10	44788378	44788416	39	*	X01415	100130539	44788198	44790097	1900	+	0	inside	179	LINC02881
chr10	44880687	44880719	33	*	X01419	6387	44865601	44880545	14945	-	141	upstream	141	CXCL12
chr10	44881890	44881943	54	*	X01420	6387	44865601	44880545	14945	-	1344	upstream	1344	CXCL12
chr10	45869898	45870062	165	*	X01421	240	45869624	45941567	71944	+	0	inside	273	ALOX5
chr10	46992164	46992328	165	*	X01423	9721	46993546	47000568	7023	+	1217	upstream	1217	GPRIN2
chr10	46992449	46992451	3	*	X01424	9721	46993546	47000568	7023	+	1094	upstream	1094	GPRIN2
chr10	50817460	50817500	41	*	X01439	6572	50818347	50820766	2420	+	846	upstream	846	SLC18A3
chr10	50817538	50817684	147	*	X01440	6572	50818347	50820766	2420	+	662	upstream	662	SLC18A3
chr10	51488120	51488239	120	*	X01450	653268	51464151	51486327	22177	-	1792	upstream	1792	AGAP7P
chr10	52750553	52750687	135	*	X01453	5592	52750911	54058110	1307200	+	223	upstream	223	PRKG1
chr10	52750776	52750895	120	*	X01454	5592	52750911	54058110	1307200	+	15	upstream	15	PRKG1
chr10	54073447	54073458	12	*	X01455	22943	54074041	54077417	3377	+	582	upstream	582	DKK1
chr10	54074984	54075006	23	*	X01456	100506939	54056608	54073888	17281	-	1095	upstream	1095	PRKG1-AS1
chr10	54075331	54075420	90	*	X01457	100506939	54056608	54073888	17281	-	1442	upstream	1442	PRKG1-AS1
chr10	63660009	63660128	120	*	X01464	84159	63661013	63856707	195695	+	884	upstream	884	ARID5B
chr10	63660384	63660503	120	*	X01465	84159	63661013	63856707	195695	+	509	upstream	509	ARID5B
chr10	64578687	64578806	120	*	X01472	1959	64571756	64578927	7172	-	0	inside	120	EGR2
chr10	64578942	64579076	135	*	X01473	1959	64571756	64578927	7172	-	14	upstream	14	EGR2
chr10	72972117	72972180	64	*	X01484	219699	72972292	73062635	90344	+	111	upstream	111	UNC5B
chr10	73849045	73849164	120	*	X01493	9806	73818792	73848790	29999	-	254	upstream	254	SPOCK2
chr10	77054442	77054666	225	*	X01495	253264	77056141	77121436	65296	+	1474	upstream	1474	ZNF503-AS1
chr10	77055132	77055236	105	*	X01496	253264	77056141	77121436	65296	+	904	upstream	904	ZNF503-AS1
chr10	77159875	77159883	9	*	X01503	100131213	77161286	77168740	7455	+	1402	upstream	1402	ZNF503-AS2
chr10	77160259	77160378	120	*	X01504	100131213	77161286	77168740	7455	+	907	upstream	907	ZNF503-AS2
chr10	77161032	77161067	36	*	X01505	100131213	77161286	77168740	7455	+	218	upstream	218	ZNF503-AS2
chr10	77163417	77163521	105	*	X01506	84858	77157603	77161513	3911	-	1903	upstream	1903	ZNF503
chr10	79398299	79398403	105	*	X01518	3778	78629359	79397577	768219	-	721	upstream	721	KCNMA1
chr10	81207299	81207403	105	*	X01522	219654	81142083	81205383	63301	-	1915	upstream	1915	ZCCHC24
chr10	83633777	83633986	210	*	X01526	10718	83635070	84746935	1111866	+	1083	upstream	1083	NRG3
chr10	85953211	85953330	120	*	X01528	92211	85954412	85979376	24965	+	1081	upstream	1081	CDHR1
chr10	85954186	85954396	211	*	X01529	92211	85954412	85979376	24965	+	15	upstream	15	CDHR1
chr10	88126587	88126652	66	*	X01534	2894	87359312	88126250	766939	-	336	upstream	336	GRID1
chr10	90639086	90639145	60	*	X01541	57559	90639944	90734910	94967	+	798	upstream	798	STAMBPL1
chr10	90750732	90750851	120	*	X01543	59	90694831	90751147	56317	-	0	inside	295	ACTA2
chr10	91294903	91295052	150	*	X01544	387700	91190051	91295313	105263	-	0	inside	260	SLC16A12
chr10	92618343	92618432	90	*	X01546	3363	92500576	92617671	117096	-	671	upstream	671	HTR7
chr10	92682218	92682337	120	*	X01551	27063	92671857	92681032	9176	-	1185	upstream	1185	ANKRD1
chr10	92920767	92920886	120	*	X01554	84333	92922769	93044088	121320	+	1882	upstream	1882	PCGF5
chr10	92922042	92922161	120	*	X01555	84333	92922769	93044088	121320	+	607	upstream	607	PCGF5
chr10	94449781	94449915	135	*	X01560	3087	94449681	94455408	5728	+	0	inside	99	HHEX
chr10	94819815	94819934	120	*	X01564	340665	94821021	94828454	7434	+	1086	upstream	1086	CYP26C1
chr10	94820175	94820298	124	*	X01565	340665	94821021	94828454	7434	+	722	upstream	722	CYP26C1
chr10	94831465	94831474	10	*	X01566	1592	94833232	94837641	4410	+	1757	upstream	1757	CYP26A1
chr10	94833264	94833383	120	*	X01567	1592	94833232	94837641	4410	+	0	inside	31	CYP26A1
chr10	98946983	98947013	31	*	X01582	6585	98757795	98945683	187889	-	1299	upstream	1299	SLIT1
chr10	99531791	99531910	120	*	X01590	6425	99526508	99531756	5249	-	34	upstream	34	SFRP5
chr10	99610213	99610248	36	*	X01591	401647	99609995	99631335	21341	+	0	inside	217	GOLGA7B
chr10	102503625	102503714	90	*	X01649	5076	102505468	102589698	84231	+	1753	upstream	1753	PAX2
chr10	102504690	102504811	122	*	X01650	5076	102505468	102589698	84231	+	656	upstream	656	PAX2
chr10	102790206	102790258	53	*	X01664	81855	102790996	102800998	10003	+	737	upstream	737	SFXN3
chr10	102790508	102790642	135	*	X01665	79955	102767440	102790914	23475	-	0	inside	271	PDZD7
chr10	102790508	102790642	135	*	X01665	81855	102790996	102800998	10003	+	353	upstream	353	SFXN3
chr10	102790724	102790843	120	*	X01666	79955	102767440	102790914	23475	-	0	inside	70	PDZD7
chr10	102790724	102790843	120	*	X01666	81855	102790996	102800998	10003	+	152	upstream	152	SFXN3
chr10	102791498	102791677	180	*	X01667	79955	102767440	102790914	23475	-	583	upstream	583	PDZD7
chr10	102792353	102792487	135	*	X01668	79955	102767440	102790914	23475	-	1438	upstream	1438	PDZD7
chr10	102987518	102987622	105	*	X01696	399806	102989351	102998616	9266	+	1728	upstream	1728	LBX1-AS1
chr10	102989063	102989152	90	*	X01697	10660	102986733	102988717	1985	-	345	upstream	345	LBX1
chr10	102989063	102989152	90	*	X01697	399806	102989351	102998616	9266	+	198	upstream	198	LBX1-AS1
chr10	102989764	102989883	120	*	X01698	10660	102986733	102988717	1985	-	1046	upstream	1046	LBX1
chr10	104152627	104152701	75	*	X01727	4791	104153867	104162286	8420	+	1165	upstream	1165	NFKB2
chr10	104192958	104193042	85	*	X01736	79004	104183002	104192423	9422	-	534	upstream	534	CUEDC2
chr10	104194408	104194512	105	*	X01737	574447	104196269	104196341	73	+	1756	upstream	1756	MIR146B
chr10	104194408	104194512	105	*	X01737	79004	104183002	104192423	9422	-	1984	upstream	1984	CUEDC2
chr10	104195332	104195356	25	*	X01738	574447	104196269	104196341	73	+	912	upstream	912	MIR146B
chr10	104195556	104195586	31	*	X01739	574447	104196269	104196341	73	+	682	upstream	682	MIR146B
chr10	104195848	104196057	210	*	X01740	574447	104196269	104196341	73	+	211	upstream	211	MIR146B
chr10	105036694	105036813	120	*	X01743	9118	105036920	105050108	13189	+	106	upstream	106	INA
chr10	105253983	105254050	68	*	X01744	9148	105253735	105352309	98575	+	0	inside	247	NEURL1
chr10	105616109	105616228	120	*	X01750	9644	105348285	105615164	266880	-	944	upstream	944	SH3PXD2A
chr10	106112757	106112876	120	*	X01751	159686	106113522	106214848	101327	+	645	upstream	645	CFAP58
chr10	106113621	106113732	112	*	X01752	159686	106113522	106214848	101327	+	0	inside	98	CFAP58
chr10	106400015	106400134	120	*	X01756	22986	106400859	107024993	624135	+	724	upstream	724	SORCS3
chr10	106400450	106400599	150	*	X01757	22986	106400859	107024993	624135	+	259	upstream	259	SORCS3
chr10	106400885	106400989	105	*	X01758	22986	106400859	107024993	624135	+	0	inside	25	SORCS3
chr10	111683945	111684064	120	*	X01767	7511	111624524	111683311	58788	-	633	upstream	633	XPNPEP1
chr10	111966591	111966710	120	*	X01773	4601	111967363	112047123	79761	+	652	upstream	652	MXI1
chr10	111966921	111967040	120	*	X01774	4601	111967363	112047123	79761	+	322	upstream	322	MXI1
chr10	111967206	111967325	120	*	X01775	4601	111967363	112047123	79761	+	37	upstream	37	MXI1
chr10	112256707	112256811	105	*	X01784	1847	112257625	112271302	13678	+	813	upstream	813	DUSP5
chr10	112257061	112257070	10	*	X01785	1847	112257625	112271302	13678	+	554	upstream	554	DUSP5
chr10	116165270	116165374	105	*	X01795	84632	116054583	116164515	109933	-	754	upstream	754	AFAP1L2
chr10	116528386	116528520	135	*	X01798	3983	116190869	116528019	337151	-	366	upstream	366	ABLIM1
chr10	118033567	118033671	105	*	X01802	2674	117816442	118033126	216685	-	440	upstream	440	GFRA1
chr10	118033994	118034083	90	*	X01803	2674	117816442	118033126	216685	-	867	upstream	867	GFRA1
chr10	118034819	118034923	105	*	X01804	2674	117816442	118033126	216685	-	1692	upstream	1692	GFRA1
chr10	118898322	118898516	195	*	X01811	11023	118888032	118897812	9781	-	509	upstream	509	VAX1
chr10	118928323	118928334	12	*	X01816	100500893	118927189	118927285	97	-	1037	upstream	1037	MIR3663
chr10	119301814	119301948	135	*	X01827	2018	119301956	119309057	7102	+	7	upstream	7	EMX2
chr10	121303292	121303531	240	*	X01841	6001	121259339	121302222	42884	-	1069	upstream	1069	RGS10
chr10	124219897	124219971	75	*	X01845	5654	124221041	124274424	53384	+	1069	upstream	1069	HTRA1
chr10	124220812	124220835	24	*	X01846	5654	124221041	124274424	53384	+	205	upstream	205	HTRA1
chr10	124895825	124896019	195	*	X01848	340784	124895567	124897247	1681	+	0	inside	257	HMX3
chr10	124907232	124907240	9	*	X01855	3167	124907638	124910188	2551	+	397	upstream	397	HMX2
chr10	125425331	125425510	180	*	X01857	2849	125425871	125456913	31043	+	360	upstream	360	GPR26
chr10	125853281	125853290	10	*	X01866	51363	125767182	125853123	85942	-	157	upstream	157	CHST15
chr10	126138742	126138835	94	*	X01868	390010	126135998	126138550	2553	-	191	upstream	191	NKX1-2
chr10	128077358	128077462	105	*	X01875	8038	127702902	128077127	374226	-	230	upstream	230	ADAM12
chr10	129533653	129533757	105	*	X01878	399823	129535538	129539450	3913	+	1780	upstream	1780	FOXI2
chr10	133795079	133795174	96	*	X01884	664	133781204	133795435	14232	-	0	inside	260	BNIP3
chr10	133998702	133998821	120	*	X01886	10570	134000414	134019280	18867	+	1592	upstream	1592	DPYSL4
chr10	134599695	134599768	74	*	X01892	84504	134598320	134599537	1218	-	157	upstream	157	NKX6-2
chr10	134601256	134601450	195	*	X01893	84504	134598320	134599537	1218	-	1718	upstream	1718	NKX6-2
chr10	135043342	135043506	165	*	X01900	8433	135043778	135045062	1285	+	271	upstream	271	UTF1
chr10	135043642	135043647	6	*	X01901	8433	135043778	135045062	1285	+	130	upstream	130	UTF1
chr10	135049084	135049563	480	*	X01902	27287	135051408	135055433	4026	+	1844	upstream	1844	VENTX
chr10	135049784	135049933	150	*	X01903	27287	135051408	135055433	4026	+	1474	upstream	1474	VENTX
chr10	135050714	135050833	120	*	X01904	27287	135051408	135055433	4026	+	574	upstream	574	VENTX
chr10	135050894	135050968	75	*	X01905	27287	135051408	135055433	4026	+	439	upstream	439	VENTX
chr10	135051239	135051343	105	*	X01906	27287	135051408	135055433	4026	+	64	upstream	64	VENTX
chr10	135150439	135150544	106	*	X01919	50632	135138928	135150475	11548	-	0	overlapStart	0	CALY
chr10	135150665	135150754	90	*	X01920	50632	135138928	135150475	11548	-	189	upstream	189	CALY
chr10	135151310	135151429	120	*	X01921	50632	135138928	135150475	11548	-	834	upstream	834	CALY
chr10	135151550	135151683	134	*	X01922	50632	135138928	135150475	11548	-	1074	upstream	1074	CALY
chr10	135191589	135191678	90	*	X01923	196743	135192741	135205198	12458	+	1062	upstream	1062	PAOX
chr10	135192159	135192293	135	*	X01924	196743	135192741	135205198	12458	+	447	upstream	447	PAOX
chr10	135192370	135192388	19	*	X01925	196743	135192741	135205198	12458	+	352	upstream	352	PAOX
chr11	287718	287954	237	*	X01926	80162	289138	295688	6551	+	1183	upstream	1183	PGGHG
chr11	574707	574886	180	*	X01930	57661	576483	612222	35740	+	1596	upstream	1596	PHRF1
chr11	626377	626379	3	*	X01931	53841	616565	626078	9514	-	298	upstream	298	CDHR5
chr11	626643	626747	105	*	X01932	53841	616565	626078	9514	-	564	upstream	564	CDHR5
chr11	636678	636932	255	*	X01933	1815	637305	640705	3401	+	372	upstream	372	DRD4
chr11	637173	637307	135	*	X01934	1815	637305	640705	3401	+	0	overlapStart	0	DRD4
chr11	1592053	1592262	210	*	X01949	338651	1593971	1620414	26444	+	1708	upstream	1708	KRTAP5-AS1
chr11	1592877	1592908	32	*	X01950	1850	1575281	1593150	17870	-	0	inside	241	DUSP8
chr11	1592877	1592908	32	*	X01950	338651	1593971	1620414	26444	+	1062	upstream	1062	KRTAP5-AS1
chr11	1593813	1594002	190	*	X01951	1850	1575281	1593150	17870	-	662	upstream	662	DUSP8
chr11	1593813	1594002	190	*	X01951	338651	1593971	1620414	26444	+	0	overlapStart	0	KRTAP5-AS1
chr11	1594362	1594541	180	*	X01952	1850	1575281	1593150	17870	-	1211	upstream	1211	DUSP8
chr11	1594722	1594811	90	*	X01953	1850	1575281	1593150	17870	-	1571	upstream	1571	DUSP8
chr11	1594857	1595096	240	*	X01954	1850	1575281	1593150	17870	-	1706	upstream	1706	DUSP8
chr11	1595127	1595246	120	*	X01955	1850	1575281	1593150	17870	-	1976	upstream	1976	DUSP8
chr11	1771371	1771565	195	*	X01963	402778	1753640	1771824	18185	-	0	inside	258	IFITM10
chr11	2159604	2160473	870	*	X01967	51214	2161758	2169896	8139	+	1284	upstream	1284	IGF2-AS
chr11	2160534	2160638	105	*	X01968	51214	2161758	2169896	8139	+	1119	upstream	1119	IGF2-AS
chr11	2161524	2161615	92	*	X01969	51214	2161758	2169896	8139	+	142	upstream	142	IGF2-AS
chr11	2171019	2171138	120	*	X01973	3481	2150342	2170833	20492	-	185	upstream	185	IGF2
chr11	2291834	2292013	180	*	X01977	430	2289728	2292182	2455	-	0	inside	168	ASCL2
chr11	2292059	2292178	120	*	X01978	430	2289728	2292182	2455	-	0	inside	3	ASCL2
chr11	2292553	2292732	180	*	X01979	430	2289728	2292182	2455	-	370	upstream	370	ASCL2
chr11	2292749	2292853	105	*	X01980	430	2289728	2292182	2455	-	566	upstream	566	ASCL2
chr11	2293364	2293408	45	*	X01981	430	2289728	2292182	2455	-	1181	upstream	1181	ASCL2
chr11	2294144	2294278	135	*	X01982	430	2289728	2292182	2455	-	1961	upstream	1961	ASCL2
chr11	2464928	2465177	250	*	X01983	3784	2466221	2870340	404120	+	1043	upstream	1043	KCNQ1
chr11	2465238	2465387	150	*	X01984	3784	2466221	2870340	404120	+	833	upstream	833	KCNQ1
chr11	2889779	2889913	135	*	X02018	55539	2891263	2893336	2074	+	1349	upstream	1349	KCNQ1DN
chr11	2908341	2908415	75	*	X02020	1028	2904448	2906995	2548	-	1345	upstream	1345	CDKN1C
chr11	2950655	2950690	36	*	X02024	7262	2949503	2950650	1148	-	4	upstream	4	PHLDA2
chr11	2950773	2950874	102	*	X02025	7262	2949503	2950650	1148	-	122	upstream	122	PHLDA2
